"Date","Price","Open","High","Low","Change %"
"Aug 06, 2015","6.2097","6.2091","6.2097","6.2075","0.00"
"Aug 05, 2015","6.2096","6.2097","6.2107","6.2083","0.00"
"Aug 04, 2015","6.2096","6.2096","6.2107","6.2081","-0.00"
"Aug 03, 2015","6.2097","6.2094","6.2107","6.2085","0.00"
"Jul 31, 2015","6.2097","6.2091","6.2097","6.2085","0.00"
"Jul 30, 2015","6.2096","6.2091","6.2096","6.2084","0.01"
"Jul 29, 2015","6.2090","6.2091","6.2096","6.2075","-0.01"
"Jul 28, 2015","6.2094","6.2095","6.2105","6.2082","-0.00"
"Jul 27, 2015","6.2095","6.2095","6.2101","6.2075","-0.00"
"Jul 24, 2015","6.2096","6.2094","6.2097","6.2082","0.00"
"Jul 23, 2015","6.2095","6.2091","6.2101","6.2082","0.00"
"Jul 22, 2015","6.2094","6.2091","6.2094","6.2074","-0.00"
"Jul 21, 2015","6.2096","6.2091","6.2097","6.2083","-0.00"
"Jul 20, 2015","6.2097","6.2094","6.2101","6.2081","0.00"
"Jul 17, 2015","6.2095","6.2094","6.2106","6.2081","0.00"
